Dane Depto;DEPARTAMENTO;DANE MUNICIPIO;MUNICIPIO/ANM;CENTRO POBLADO;"DANE 
INSTITUCIÓN EDUCATIVA";INSTITUCIÓN EDUCATIVA;DANE SEDE;NOMBRE SEDE;TIPO SITIO;Detalle sitio;ENERGIA;Region;MATRICULA;LATITUD;LONGITUD;GRUPO
52;NARIÑO;52207;CONSACÁ;JOSEPE;;;;PARQUE NACIONAL NATURAL Vda josepe;CASOS ESPECIALES;PNN;RED INTERCONECTADA;B;No aplica;1,1716388;-77,441166;OBLIGATORIOS
52;NARIÑO;52207;CONSACÁ;VEREDA LA AGUADA;252207000336;CENTRO EDUCATIVO LA AGUADA;252207000336;CENTRO EDUCATIVO LA AGUADA;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;14;1,224250450;-77,470730660;Opción 2
52;NARIÑO;52207;CONSACÁ;RUMIPAMBA;252207000018;INSTITUCION EDUCATIVA DE DESARROLLO RURAL;252207000123;ESCUELA RURAL MIXTA RUMIPAMBA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;22;1,260277778;-77,50305556;OBLIGATORIOS
52;NARIÑO;52207;CONSACÁ;SANTA BARBARA;;;;PARQUE NACIONAL NATURAL VDA SANTA BARBARA;CASOS ESPECIALES;PNN;RED INTERCONECTADA;B;No aplica;1,2787222;-77,419638;OBLIGATORIOS
52;NARIÑO;52210;CONTADERO;VEREDA CONTADERITO;252210000274;CENTRO EDUCATIVO EL CONTADERITO;252210000274;CENTRO EDUCATIVO EL CONTADERITO;SEDES EDUCATIVAS;IE;SIN INFORMACIÓN;B;37;0,944785119;-77,52875022;Opción 1
52;NARIÑO;52210;CONTADERO;VEREDA CULANTRO;252210000126;CENTRO EDUCATIVO CULANTRO;252210000126;CENTRO EDUCATIVO CULANTRO;SEDES EDUCATIVAS;IE;SIN INFORMACIÓN;B;17;0,92846716;-77,52019216;OBLIGATORIOS
52;NARIÑO;52210;CONTADERO;VEREDA IZCUASAN;252210000207;CENTRO EDUCATIVO ISCUAZAN;252210000207;CENTRO EDUCATIVO IZCUASAN;SEDES EDUCATIVAS;IE;SIN INFORMACIÓN;B;17;0,943761951;-77,51352167;OBLIGATORIOS
52;NARIÑO;52210;CONTADERO;VEREDA LAS DELICIAS;252210000096;INSTITUCION EDUCATIVA LAS DELICIAS;252210000096;CENTRO EDUCATIVO LAS DELICIAS;SEDES EDUCATIVAS;IE;SIN INFORMACIÓN;B;117;0,9216797;-77,51578933;Opción 1
52;NARIÑO;52210;CONTADERO;VEREDA SAN ANDRES;252210000282;CENTRO EDUCATIVO SAN ANDRES;252210000282;CENTRO EDUCATIVO SAN ANDRES;SEDES EDUCATIVAS;IE;SIN INFORMACIÓN;B;29;0,93977909;-77,51155681;OBLIGATORIOS
52;NARIÑO;52210;CONTADERO;SAN JOSE DE QUISNAMUEZ;252210000151;CENTRO EDUCATIVO SAN JOSE DE QUISNAMUEZ;252210000151;CENTRO EDUCATIVOSAN JOSE DE QUISNAMUEZ;SEDES EDUCATIVAS;IE;SIN INFORMACIÓN;B;21;0,94778324;-77,48732381;OBLIGATORIOS
52;NARIÑO;52210;CONTADERO;VEREDA SIMON BOLIVAR;252210000258;CENTRO EDUCATIVO SIMON BOLIVAR;252210000258;CENTRO EDUCATIVO SIMON BOLIVAR;SEDES EDUCATIVAS;IE;SIN INFORMACIÓN;B;19;0,94610513;-77,54208023;Opción 1
15;BOYACÁ;15212;COPER;VDA. CANTINO;115212000266;I.E. JUANA CAPORAL;215212000414;ESC SAN RAFAEL;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;17;5,50286565;-74,0146743;OBLIGATORIOS
15;BOYACÁ;15212;COPER;VDA SANTA ROSA;115212000266;I.E. JUANA CAPORAL;215212000155;ESC SANTA ROSA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;46;5,4536099;-74,2813;Opción 1
13;BOLÍVAR;13212;CÓRDOBA;BARRIO ABAJO;213212000080;I.E.T. AGROINDUSTRIAL DE GUAYMARAL;213212000080;SEDE PRINCIPAL;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;371;9,500433;-74,974467;OBLIGATORIOS
63;QUINDÍO;63212;CÓRDOBA;VDA BELLAVISTA;163212000091;CIUDELA JOSE MARIA CORDOBA;263212000079;BELLAVISTA;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;11;4,398620250;-75,710964820;Opción 2
13;BOLÍVAR;13212;CÓRDOBA;BELLAVISTA CORDOBA;213212000021;I.E.T.A. LUIS VILLAFAÑE PAREJA;213212000004;BELLAVISTA;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;41;9,467745090;-74,961280210;Opción 2
52;NARIÑO;52215;CÓRDOBA;CHAIR;252215000078;CENTRO EDUCATIVO CHAIR;252215000078;CENTRO EDUCATIVO CHAIR;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;9;0,871063;-77,55604911;OBLIGATORIOS
13;BOLÍVAR;13212;CÓRDOBA;VDA EL CAMPO;213212000331;INSTITUCION EDUCATIVA TECNICA AGROPECUARIA  ECOLÓGICA E INFORMÁTICA  RAFAEL NUÑEZ;213212800001;EL CAMPO;SEDES EDUCATIVAS;IE;SIN INFORMACIÓN;B;127;9,541972708;-74,860422583;Opción 2
52;NARIÑO;52215;CÓRDOBA;VDA EL MIRADOR;252215000230;CENTRO EDUCATIVO MIRADOR;252215000230;CENTRO EDUCATIVO MIRADOR;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;18;0,87709466;-77,55036394;OBLIGATORIOS
52;NARIÑO;52215;CÓRDOBA;VEREDA EL QUEMADO;252215000035;INSTITUCION EDUCATIVA TECNICA AGROECOLOGICA DEL RESGUARDO DE MALES;252215000035;CENTRO ETNO PEDAGOGICO DE MALES;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;179;0,83561538;-77,49784505;OBLIGATORIOS
52;NARIÑO;52215;CÓRDOBA;VEREDA EL SALADO;252215000094;CENTRO EDUCATIVO EL SALADO;252215000094;CENTRO EDUCATIVO EL SALADO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;11;0,85737985;-77,50621189;OBLIGATORIOS
13;BOLÍVAR;13212;CÓRDOBA;EL SOCORRO;213212000063;I.E. TECNICA EN INFORMATICA DE SINCELEJITO;213212000071;EL SOCORRO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;30;9,47218101;-74,99421024;OBLIGATORIOS
63;QUINDÍO;63212;CÓRDOBA;VDA GUAYABAL;163212000091;CIUDELA JOSE MARIA CORDOBA;263212000231;GUAYABAL;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;5;4,400631780;-75,703449500;Opción 2
63;QUINDÍO;63212;CÓRDOBA;VDA GUAYAQUIL BAJO;163212000091;CIUDELA JOSE MARIA CORDOBA;263212000061;GUAYAQUIL BAJO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;15;4,40289903;-75,67335247;OBLIGATORIOS
52;NARIÑO;52215;CÓRDOBA;GUITUNGAL;252215000027;CENTRO EDUCATIVO GUITUNGAL;252215000027;CENTRO EDUCATIVO GUITUNGAL;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;17;0,85358326;-77,55370863;OBLIGATORIOS
52;NARIÑO;52215;CÓRDOBA;VEREDA LA CUMBRE;252215000221;CENTRO EDUCATIVO LA CUMBRE;252215000221;CENTRO EDUCATIVO LA CUMBRE;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;31;0,80893047;-77,47127822;OBLIGATORIOS
63;QUINDÍO;63212;CÓRDOBA;VDA LA ESPAÑOLA;163212000091;CIUDELA JOSE MARIA CORDOBA;263212000036;LOS ALPES;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;3;4,370389070;-75,670290920;Opción 2
13;BOLÍVAR;13212;CÓRDOBA;LA MONTAÑA DE ALONSO (MARTIN ALONSO);213212000021;I.E.T.A. LUIS VILLAFAÑE PAREJA;213212000021;I.E.T.A. LUIS VILLAFAÑE PAREJA - SEDE PRINCIPAL;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;427;9,465493901;-74,95967317;OBLIGATORIOS
63;QUINDÍO;63212;CÓRDOBA;VDA LA SOLEDAD;163212000091;CIUDELA JOSE MARIA CORDOBA;263212000222;LA SOLEDAD;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;6;4,409753460;-75,712019270;Opción 2
52;NARIÑO;52215;CÓRDOBA;LOS ARRAYANES;252215000451;INSTITUCION EDUCATIVA LOS ARRAYANES;252215000116;ESCUELA RURAL MIXTA LOS ARRAYANES;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;118;0,86343282;-77,54669057;OBLIGATORIOS
52;NARIÑO;52215;CÓRDOBA;MUESMUERAN ALTO;252215000248;CENTRO EDUCATIVO MUESMUERAN ALTO;252215000248;CENTRO EDUCATIVO MUESMUERAN ALTO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;42;0,8543055;-77,53175;OBLIGATORIOS
52;NARIÑO;52215;CÓRDOBA;PAYAN;452215000441;INSTITUCION EDUCATIVA NUESTRA SRA. DE FATIMA;252215000272;ESCUELA RURAL MIXTA PAYAN;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;39;0,83370198;-77,53473988;OBLIGATORIOS
52;NARIÑO;52215;CÓRDOBA;PUEBLO BAJO;252215000256;CENTRO EDUCATIVO PUEBLO BAJO;252215000256;CENTRO EDUCATIVO PUEBLO BAJO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;10;0,85914833;-77,51614284;OBLIGATORIOS
13;BOLÍVAR;13212;CÓRDOBA;CORREGIMIENTO DE PUEBLO NUEVO;213212000101;I.E. SANTA LUCIA;213212000098;PUEBLO NUEVO;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;189;9,438045515;-74,908420230;Opción 2
63;QUINDÍO;63212;CÓRDOBA;VDA RIO VERDE ALTO;163212000091;CIUDELA JOSE MARIA CORDOBA;263212000052;RIO VERDE ALTO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;18;4,4049123;-75,62880662;OBLIGATORIOS
13;BOLÍVAR;13212;CÓRDOBA;SAN ANDRES;213212000331;INSTITUCION EDUCATIVA TECNICA AGROPECUARIA  ECOLÓGICA E INFORMÁTICA  RAFAEL NUÑEZ ;213212000331;SEDE PRINCIPAL;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;472;9,54180106;-74,86552822;OBLIGATORIOS
52;NARIÑO;52215;CÓRDOBA;SAN FRANSISCO DE PAYAN;252215000060;CENTRO EDUCATIVO SAN RANCISCO DE PAYAN;252215000060;CENTRO EDUCATIVO SAN FRANCISCO D EPAYAN;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;7;0,83370198;-77,52269476;OBLIGATORIOS
52;NARIÑO;52215;CÓRDOBA;VEREDA SAN PABLO;252215000124;CENTRO EUDCATIVO SAN PABLO DE PAYAN;252215000124;CENTRO EUDCATIVO SAN PABLO DE PAYAN;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;17;0,83876719;-77,54595438;OBLIGATORIOS
52;NARIÑO;52215;CÓRDOBA;CORREGIMIENTO DE SANTA BRIGIDA GRANDE;252215000175;CENTRO EDUCATIVO SANTA BRIGIDA;252215000175;CENTRO EUDCATIVO SANTA BRIGIDA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;43;0,8380833;-77,474861;OBLIGATORIOS
52;NARIÑO;52215;CÓRDOBA;CORREGIMIENTO DE SANTA BRIGIDA TEQUIS;452215000492;INSTITUCION EDUCATIVA TECNICA AGROPECUARIA INDIGENA DEL RESGUARDO DE MALES.;452215000492;INSTITUCION EDUCATIVA TECNICA AGROPECUARIA INDIGENA DEL RESGUARDO DE MALES.;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;127;0,8416944;-77,49505556;OBLIGATORIOS
13;BOLÍVAR;13212;CÓRDOBA;SANTA LUCIA;213212000101;I.E. SANTA LUCIA;213212000101;I..E. SANTA LUCIA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;159;9,47221008;-74,83081137;OBLIGATORIOS
52;NARIÑO;52215;CÓRDOBA;VEREDA SANTANDER;252215000418;CENTRO EDUCATIVO SAN FRANCISCO DE YUNGACHALA;252215000418;CENTRO EDUCATIVA  YUNGACHALA;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;36;0,830415670;-77,522694760;Opción 2
63;QUINDÍO;63212;CÓRDOBA;VDA SIBERIA ALTA;163212000091;CIUDELA JOSE MARIA CORDOBA;263212000168;SIBERIA ALTA;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;11;4,374747420;-75,687213220;Opción 2
13;BOLÍVAR;13212;CÓRDOBA;SINCELEJITO;213212000063;I.E. TECNICA EN INFORMATICA DE SINCELEJITO;213212000063;I.E. DE SINCELEJITO - SEDE PRINCIPAL;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;393;9,44467703;-74,97866789;OBLIGATORIOS
13;BOLÍVAR;13212;CÓRDOBA;TACAMOCHITO;213212000373;I.E.T. AGROPECUARIA DE TACAMOCHO;213212000128;CENTRO EDUCATIVO NUESTRA SEÑORA DEL ROSARIO DE TACAMOCHITO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;174;9,456666667;-74,80983333;OBLIGATORIOS
13;BOLÍVAR;13212;CÓRDOBA;TACAMOCHO;213212000373;I.E.T. AGROPECUARIA DE TACAMOCHO;213212000373;SEDE PRINCIPAL;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;316;9,479667;-74,800967;OBLIGATORIOS
13;BOLÍVAR;13212;CÓRDOBA;TACAMOCHO - CORDOBA;213212000373;I.E.T. AGROPECUARIA DE TACAMOCHO;213212000047;TACAMOCHO (SEDE PRIMARIA);SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;271;9,49864411;-74,79815766;OBLIGATORIOS
52;NARIÑO;52215;CÓRDOBA;VEREDA TANDAUD;252215000302;CENTRO EDUCATIVO TANDAUD;252215000302;CENTRO EDUCATIVO TANDAUD;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;11;0,8361111;-77,509888;OBLIGATORIOS
63;QUINDÍO;63212;CÓRDOBA;VDA TRAVESIAS;163212000091;CIUDELA JOSE MARIA CORDOBA;263212000010;TRAVESIAS;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;15;4,415874840;-75,692878950;Opción 2
52;NARIÑO;52215;CÓRDOBA;VRDA. SAN JUAN CHICO;252215000086;CENTRO EDUCATIVO SAN JUAN CHICO;252215000086;CENTRO EDUCATIVO SAN JUAN CHICO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;9;0,88572448;-77,5429795;OBLIGATORIOS
19;CAUCA;19212;CORINTO;VEREDA BUENAVISTA;219212000339;INSTITUCION EDUCATIVA AGROPECUARIA CARRIZALES;219212000134;ESCUELA RURAL MIXTA BUENAVISTA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;23;3,13896332;-76,26552054;OBLIGATORIOS
19;CAUCA;19212;CORINTO;VEREDA CARRIZALES;219212000339;INSTITUCION EDUCATIVA AGROPECUARIA CARRIZALES;219212000339;COLEGIO RURAL AGROPECUARIO CARRIZALES (E.R.M. CARRIZALES);SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;307;3,12046995;-76,22321155;OBLIGATORIOS
19;CAUCA;19212;CORINTO;VEREDA CHICHARRONAL;219212000690;INSTITUCION EDUCATIVA CARMENCITA CARDONA DE GUTIERREZ;219212000380;ESCUELA RURAL MIXTA CHICHARRONAL;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;151;3,130322140;-76,220092230;Opción 2
19;CAUCA;19212;CORINTO;VEREDA EL DESCANSO;219212000185;INSTITUCION EDUCATIVA LAS GUACAS;219212000282;EL DESCANSO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;96;3,11417013;-76,28518266;OBLIGATORIOS
19;CAUCA;19212;CORINTO;EL JAGUAL;119212000059;INSTITUCION EDUCATIVA JOSE MARIA OBANDO;219212000088;EL JAGUAL;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;19;3,14594928;-76,30573601;OBLIGATORIOS
19;CAUCA;19212;CORINTO;VEREDA LA CAPILLA;219212000339;INSTITUCION EDUCATIVA AGROPECUARIA CARRIZALES;219212000100;ESCUELA RURAL MIXTA LA CAPILLA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;28;3,11582119;-76,24985333;OBLIGATORIOS
19;CAUCA;19212;CORINTO;CORREGIMIENTO LA COMINERA;219212000185;INSTITUCION EDUCATIVA LAS GUACAS;219212000142;LA COMINERA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;51;3,08570201;-76,26441551;OBLIGATORIOS
19;CAUCA;19212;CORINTO;LA MARÍA;119212000032;I.E. NUCLEO TÉCNICO AGROPECUARIO;219212000614;LA MARIA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;11;3,14783693;-76,28393081;OBLIGATORIOS
19;CAUCA;19212;CORINTO;VEREDA LAS COSECHAS;219212000266;CENTRO EDUCATIVO EL BARRANCO;219212000169;LAS COSECHAS;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;32;3,2195;-76,2855;OBLIGATORIOS
19;CAUCA;19212;CORINTO;VEREDA LAS CRUCES;219212000690;INSTITUCION EDUCATIVA CARMENCITA CARDONA DE GUTIERREZ;219212000436;ESCUELA RURAL MIXTA LAS CRUCES;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;37;3,14559401;-76,19080458;OBLIGATORIOS
19;CAUCA;19212;CORINTO;VEREDA LAS GUACAS;219212000185;INSTITUCION EDUCATIVA LAS GUACAS;219212000185;LAS GUACAS (sede principal);SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;205;3,113634410;-76,269114070;Opción 2
19;CAUCA;19212;CORINTO;CORREGIMIENTO LOS ANDES;219212000339;INSTITUCION EDUCATIVA AGROPECUARIA CARRIZALES;219212000118;ESCUELA RURAL MIXTA LOS ANDES;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;38;3,09469881;-76,2190594;OBLIGATORIOS
19;CAUCA;19212;CORINTO;CORREGIMIENTO MEDIANARANJA;219212000690;INSTITUCION EDUCATIVA CARMENCITA CARDONA DE GUTIERREZ;219212000207;ESCUELA RURAL MIXTA MEDIANARANJA;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;56;3,173284573;-76,210408045;Opción 2
19;CAUCA;19212;CORINTO;QUEBRADITAS;219212000690;INSTITUCION EDUCATIVA CARMENCITA CARDONA DE GUTIERREZ;219212000193;CENTRO DOCENTE RURAL MIXTO LUIS ROSENDO LOPEZ;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;209;3,1661334;-76,20018054;OBLIGATORIOS
19;CAUCA;19212;CORINTO;CORREGIMIENTO RIO NEGRO;219212000690;INSTITUCION EDUCATIVA CARMENCITA CARDONA DE GUTIERREZ;219212000215;CENTRO DOCENTE JUSTINIANO HURTADO LOPEZ;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;124;3,182842600;-76,209825600;Opción 2
19;CAUCA;19212;CORINTO;CORREGIMIENTO RIONEGRO;219212000690;INSTITUCION EDUCATIVA CARMENCITA CARDONA DE GUTIERREZ;219212000690;INSTITUTO AGRICOLA CARMENCITA CARDONA DE GUTIERREZ;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;343;3,182842600;-76,209825600;Opción 2
19;CAUCA;19212;CORINTO;VEREDA SAN LUIS ARRIBA;219212000185;INSTITUCION EDUCATIVA LAS GUACAS;219212000231;SAN LUIS ARRIBA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;29;3,0942641;-76,2897598;OBLIGATORIOS
19;CAUCA;19212;CORINTO;VEREDA SAN PEDRO;219212000690;INSTITUCION EDUCATIVA CARMENCITA CARDONA DE GUTIERREZ;219212000274;CENTRO DOCENTE RURAL MIXTO SAN PEDRO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;26;3,17928776;-76,19523827;OBLIGATORIOS
19;CAUCA;19212;CORINTO;SAN RAFAEL;119212000032;I.E. NUCLEO TÉCNICO AGROPECUARIO;219212000070;SAN RAFAEL;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;17;3,16539593;-76,28780822;OBLIGATORIOS
19;CAUCA;19212;CORINTO;VEREDA SANTA ELENA;219212000339;INSTITUCION EDUCATIVA AGROPECUARIA CARRIZALES;219212000355;CENTRO DOCENTE RURAL MIXTO SANTA ELENA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;24;3,14958249;-76,23156514;OBLIGATORIOS
15;BOYACÁ;15215;CORRALES;VDA REYES PATRIA SECTOR BUJIO;315215000029;I.E. TECNICA JUAN JOSE SAMANIEGO;215215000032;ESC EL BUJIO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;19;5,82727752;-72,84232644;OBLIGATORIOS
25;CUNDINAMARCA;25214;COTA;COTA VEREDA ROZO;425214000181;INSTITUCION EDUCATIVA DEPARTAMENTAL INSTITUTO  PARCELAS;225214000026;ESCUELA RURAL ROZO;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;145;4,790210000;-74,122083150;Opción 2
25;CUNDINAMARCA;25214;COTA;VEREDA EL ABRA;125214000099;INSTITUCION EDUCATIVA DEPARTAMENTAL ENRIQUE PARDO PARRA;225214000239;COLEGIO INDIGENA UBAMUX;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;156;4,809281704;-74,101542970;Opción 2
25;CUNDINAMARCA;25214;COTA;VEREDA EL ABRA;425214000181;INSTITUCION EDUCATIVA DEPARTAMENTAL INSTITUTO  PARCELAS;225214000115;ESCUELA  RURAL EL ABRA;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;68;4,806014570;-74,113394300;Opción 2
25;CUNDINAMARCA;25214;COTA;VEREDA LA MOYA;125214000099;INSTITUCION EDUCATIVA DEPARTAMENTAL ENRIQUE PARDO PARRA;225214000034;ESCUELA  RURAL LA MOYA;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;152;4,809281704;-74,101542970;Opción 2
25;CUNDINAMARCA;25214;COTA;VEREDA PARCELAS;425214000181;INSTITUCION EDUCATIVA DEPARTAMENTAL INSTITUTO  PARCELAS;425214000181;INSTITUCION EDUCATIVA DEPARTAMENTAL INSTITUTO PARCELAS;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;647;4,77060553;-74,12688035;OBLIGATORIOS
25;CUNDINAMARCA;25214;COTA;VEREDA PARCELAS COTA;425214000181;INSTITUCION EDUCATIVA DEPARTAMENTAL INSTITUTO  PARCELAS;225214000077;ESCUELA  RURAL RUPERTO MELO;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;121;4,770605530;-74,126880350;Opción 2
25;CUNDINAMARCA;25214;COTA;VEREDA PUEBLO VIEJO;125214000099;INSTITUCION EDUCATIVA DEPARTAMENTAL ENRIQUE PARDO PARRA;225214000085;ESCUELA  RURAL PUEBLO VIEJO;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;165;4,811267540;-74,092495800;Opción 2
15;BOYACÁ;15218;COVARACHÍA;VDA LIMON DULCE;115218000209;I.E. SAN LUIS BELTRAN;215218000092;ESC LIMON DULCE;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;18;6,50974412;-72,71437614;Opción 1
15;BOYACÁ;15218;COVARACHÍA;VDA NOGONTOVA;115218000209;I.E. SAN LUIS BELTRAN;215218000106;ESC LA CAPILLA;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;26;6,558202900;-72,796736320;Opción 2
15;BOYACÁ;15218;COVARACHÍA;NOGONTOVA;115218000209;I.E. SAN LUIS BELTRAN;215218000041;SAN LUIS;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;12;6,562527778;-72,77025;OBLIGATORIOS
15;BOYACÁ;15218;COVARACHÍA;VDA PEÑALISA;115218000209;I.E. SAN LUIS BELTRAN;215218000076;ESC PEÑALISA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;19;6,517091145;-72,75826863;Opción 1
15;BOYACÁ;15218;COVARACHÍA;VDA POTRERITO;115218000209;I.E. SAN LUIS BELTRAN;215218000114;ESC CHIVASCOQUE;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;9;6,517193;-72,758206;OBLIGATORIOS
15;BOYACÁ;15218;COVARACHÍA;SATOVA;115218000209;I.E. SAN LUIS BELTRAN;215218000157;ANTONIO NARIÑO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;29;6,46192632;-72,71851313;OBLIGATORIOS
52;NARIÑO;52224;CUASPUD;CHAUTALA;252224000196;CENTRO EDUCATIVO MACAS DE CHAUTALA;252224000196;CENTRO EDUCATIVO  MACAS CHAUTALA;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;33;0,902508720;-77,723127340;Opción 2
52;NARIÑO;52224;CUASPUD;CHUNGANA;252224000200;CENTRO EDUCATIVO INDIGENA CHUNGANA;252224000200;CENTRO EDUCATIVO INDIGENA CHUNGANA;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;6;0,887099200;-77,723127340;Opción 2
52;NARIÑO;52224;CUASPUD;EL LIRIO;252224000145;INSTITUCION EDUCATIVA SEBASTIAN GARCIA CARLOSAMA;252224000145;INSTITUCION EDUCATIVA SEBASTIAN GARCIA CARLOSAMA;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;170;0,882022270;-77,742391690;Opción 2
52;NARIÑO;52224;CUASPUD CARLOSAMA;CHAVISNÁN;252224000099;CENTRO EDUCATIVO CHAVISNAN;252224000099;CENTRO EDUCATIVO CHAVISNAN;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;38;0,87895305;-77,7648587;OBLIGATORIOS
52;NARIÑO;52224;CUASPUD CARLOSAMA;CUASPUD;;;;CARLOSAMA - ETNIA PASTO;CASOS ESPECIALES;Comunidad Indigena;RED INTERCONECTADA;B;No aplica;0,8642777;-77,729944;OBLIGATORIOS
52;NARIÑO;52224;CUASPUD CARLOSAMA;EL CARCHI;252224000064;CENTRO EDUCATIVO EL CARCHI;252224000064;CENTRO EDUCATIVO EL CARCHI;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;23;0,84808272;-77,73947943;OBLIGATORIOS
52;NARIÑO;52224;CUASPUD CARLOSAMA;MACAS;252224000145;INSTITUCION EDUCATIVA SEBASTIAN GARCIA CARLOSAMA;252224000081;CENTRO EDUCATIVO MACAS CENTRO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;9;0,8870992;-77,72312734;OBLIGATORIOS
52;NARIÑO;52224;CUASPUD CARLOSAMA;MACAS CENTRO;252224000161;CENTRO EDUCATIVO SAN FRANCISCO DEL SOCORRO;252224000161;CENTRO EDUCATIVO SAN FRANCISCO DEL SOCORRO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;12;0,83901979;-77,68981211;OBLIGATORIOS
52;NARIÑO;52224;CUASPUD CARLOSAMA;PROVIDENCIA;252224000145;INSTITUCION EDUCATIVA SEBASTIAN GARCIA CARLOSAMA;252224000188;CENTRO EDUCATIVO INDIGENA PROVIDENCIA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;52;0,8870992;-77,72312734;OBLIGATORIOS
52;NARIÑO;52224;CUASPUD CARLOSAMA;PUENTE TIERRA;252224000170;CENTRO EDUCATIVO PUENTE DE TIERRA;252224000170;CENTRO EDUCATIVO PUENTE DE TIERRA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;17;0,86051695;-77,75099608;OBLIGATORIOS
