Dane Depto;DEPARTAMENTO;DANE MUNICIPIO;MUNICIPIO/ANM;CENTRO POBLADO;"DANE 
INSTITUCIÓN EDUCATIVA";INSTITUCIÓN EDUCATIVA;DANE SEDE;NOMBRE SEDE;TIPO SITIO;Detalle sitio;ENERGIA;Region;MATRICULA;LATITUD;LONGITUD;GRUPO
27;CHOCÓ;27006;ACANDÍ;CHUGANDI;227006000511;CE CHUGANDI;227006000511;CE CHUGANDI - SEDE PRINCIPAL;SEDES EDUCATIVAS;IE;PLANTA ELÉCTRICA;B;176;8,35166106;-77,1726329;OBLIGATORIOS
27;CHOCÓ;27006;ACANDÍ;VDA PLAYON;227006000449;CE SAN FRANCISCO;227006000571;SEDE PLAYON;SEDES EDUCATIVAS;IE;SIN ENERGIA;B;10;8,458595130;-77,228786200;OBLIGATORIOS
27;CHOCÓ;27006;ACANDÍ;SAN FRANCISCO;227006000449;CE SAN FRANCISCO;227006000449;CE SAN FRANCISCO - SEDE PRINCIPAL;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;247;8,361666667;-77,10972222;OBLIGATORIOS
27;CHOCÓ;27006;ACANDÍ;SAPZURRO;227006000112;IE SAGRADO CORAZON JESUS;227006000082;SEDE  SAPZURRO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;63;8,658611111;-77,36638889;OBLIGATORIOS
13;BOLÍVAR;13006;ACHÍ;CORREGIMIENTO DE ALGARROBO;213006001975;I.E.T. AGROPECUARIA DE  PUERTO VENECIA;213006000626;ESC NVA DE ALGARROBO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;38;8,4685;-74,50233333;OBLIGATORIOS
13;BOLÍVAR;13006;ACHÍ;VDA BARRANQUILLITA;213006001975;I.E.T. AGROPECUARIA DE  PUERTO VENECIA;213006003234;BARRANQUILLITA;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;34;8,420446952;-74,503946382;Opción 2
13;BOLÍVAR;13006;ACHÍ;BOMBA;213006000057;I.E. DE RIO NUEVO;213006001983;BOMBA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;50;8,27;-74,245;OBLIGATORIOS
13;BOLÍVAR;13006;ACHÍ;BOYACA;213006001975;I.E.T. AGROPECUARIA DE  PUERTO VENECIA;213006001312;ESCUELA NUEVA DE BOYACA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;32;8,447833333;-74,52444444;OBLIGATORIOS
13;BOLÍVAR;13006;ACHÍ;BUENAVISTA;213006000065;I.E. DE BUENAVISTA;213006000065;SEDE PRINCIPAL;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;220;8,54740689;-74,52856024;OBLIGATORIOS
13;BOLÍVAR;13006;ACHÍ;DE BUENOS AIRES;213006001975;I.E.T. AGROPECUARIA DE  PUERTO VENECIA;213006000332;BUENOS AIRES;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;58;8,497190676;-74,52946989;OBLIGATORIOS
13;BOLÍVAR;13006;ACHÍ;C/GIMIENTO GALLEGO ABAJO;213006000251;I.E. DE GALLEGO;213006000251;I.E. DE GALLEGO - SEDE PRINCIPAL;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;145;8,668049000;-74,569140000;Opción 2
13;BOLÍVAR;13006;ACHÍ;C/GIMIENTO LOS NISPEROS;213006001088;I.E.T. AGROPECUARIA LOS NISPEROS;213006001088;INSTITUCION EDUCATIVA TECNICA AGROPECUARIA LOS NISPEROS - SEDE PRINCIPAL;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;305;8,658333333;-74,59133333;OBLIGATORIOS
13;BOLÍVAR;13006;ACHÍ;C/GIMIENTO TACUYALTA;213006001185;I.E. SANTA LUCIA;213006001461;TACUYALTA;SEDES EDUCATIVAS;IE;SOLUCIÓN SOLAR  ;B;32;8,575;-74,46833333;OBLIGATORIOS
13;BOLÍVAR;13006;ACHÍ;VDA CAIMANCITO;113006000761;I.E.T.A. RICARDO CASTELLAR BARRIOS;213006001321;CAIMANCITO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;12;8,35;-74,33;OBLIGATORIOS
13;BOLÍVAR;13006;ACHÍ;CENTRO ALEGRE;213006001975;I.E.T. AGROPECUARIA DE  PUERTO VENECIA;213006002335;ESC NVA CENTRO ALEGRE;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;61;8,5035;-74,489;OBLIGATORIOS
13;BOLÍVAR;13006;ACHÍ;VDA CORONCORO-ACHI;213006001088;I.E.T. AGROPECUARIA LOS NISPEROS;213006001576;CORONCORO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;58;8,6095;-74,58866667;OBLIGATORIOS
13;BOLÍVAR;13006;ACHÍ;VDA. EL LIMON;213006001185;I.E. SANTA LUCIA;213006003145;EL LIMON;SEDES EDUCATIVAS;IE;NO TIENE ENERGÍA;B;33;8,665858905;-74,384823710;Opción 2
13;BOLÍVAR;13006;ACHÍ;VDA. EL PARAISO;213006001797;I.E. DE SAN MIGUEL DE TRES CRUCES;213006001096;PARAISO;SEDES EDUCATIVAS;IE;NO TIENE ENERGÍA;B;66;8,646689496;-74,511280474;Opción 2
13;BOLÍVAR;13006;ACHÍ;EL ROSARIO ACHI BOL.;213006000065;I.E. DE BUENAVISTA;213006001231;ROSARIO;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;58;8,617357000;-74,519620000;Opción 2
13;BOLÍVAR;13006;ACHÍ;VDA. FLORANA;213006000057;I.E. DE RIO NUEVO;213549000103;LA FLORANA;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;40;8,497220000;-74,460042000;Opción 2
13;BOLÍVAR;13006;ACHÍ;CORREGIMIENTO DE GALLEGO  VEREDA POZONAS;213006000251;I.E. DE GALLEGO;213006002289;LAS POZONAS;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;39;8,682286000;-74,546459000;Opción 2
13;BOLÍVAR;13006;ACHÍ;GUACAMAYO;213006000154;I.E. DE GUACAMAYO;213006000154;SEDE PRINCIPAL;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;164;8,71481136;-74,50290825;OBLIGATORIOS
13;BOLÍVAR;13006;ACHÍ;GUACAMAYO;213006000154;I.E. DE GUACAMAYO;213006003021;BTO. GUACAMAYO;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;106;8,548510752;-74,346966900;Opción 2
13;BOLÍVAR;13006;ACHÍ;VDA. LA ENVIDIA;213006001797;I.E. DE SAN MIGUEL DE TRES CRUCES;213006001428;LA ENVIDIA;SEDES EDUCATIVAS;IE;NO TIENE ENERGÍA;B;29;8,647214500;-74,511179239;Opción 2
13;BOLÍVAR;13006;ACHÍ;VDA. LA GOLOSINA;213006001452;I.E.T.A. DE PLAYA ALTA;213006001266;LA GOLOSINA;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;46;-;-;Opción 2
13;BOLÍVAR;13006;ACHÍ;VDA. DE LA LUCHA;213006000154;I.E. DE GUACAMAYO;413006001729;LA LUCHA;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;38;8,748780567;-74,519413673;Opción 2
13;BOLÍVAR;13006;ACHÍ;VDA. LA PUENTE;213006001185;I.E. SANTA LUCIA;213006003030;LA PUENTE;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;50;8,567978751;-74,469264354;Opción 2
13;BOLÍVAR;13006;ACHÍ;VDA. LAS CUEVAS;213006001185;I.E. SANTA LUCIA;213006001487;LAS CUEVAS;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;34;8,570769319;-74,463593270;Opción 2
13;BOLÍVAR;13006;ACHÍ;LAS LLAVES SUR ACHI;213006001088;I.E.T. AGROPECUARIA LOS NISPEROS;213006001347;LAS LLAVE SUR;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;8;8,669333333;-74,58833333;OBLIGATORIOS
13;BOLÍVAR;13006;ACHÍ;VDA. LOS TAMACOS;213006000057;I.E. DE RIO NUEVO;213006000774;LOS TAMACOS;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;18;8,476;-74,435;OBLIGATORIOS
13;BOLÍVAR;13006;ACHÍ;VDA. LOS TAMACOS;213006000057;I.E. DE RIO NUEVO;213006000057;I.E. DE RIO NUEVO - SEDE PRINCIPAL;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;364;8,481340127;-74,433924050;Opción 2
13;BOLÍVAR;13006;ACHÍ;VDA MAO ACHI;213006001088;I.E.T. AGROPECUARIA LOS NISPEROS;213006001444;MAO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;25;8,607166667;-74,586;OBLIGATORIOS
13;BOLÍVAR;13006;ACHÍ;NVA ESPERANZA;113006000761;I.E.T.A. RICARDO CASTELLAR BARRIOS;213006001398;NUEVA ESPERANZA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;188;8,660555556;-74,53305556;OBLIGATORIOS
13;BOLÍVAR;13006;ACHÍ;VDA. DE PALMIRA;213006000065;I.E. DE BUENAVISTA;213006003178;PALMIRA;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;42;8,630500397;-74,505787220;Opción 2
13;BOLÍVAR;13006;ACHÍ;VDA. PARAISO SINCERIN;213006001088;I.E.T. AGROPECUARIA LOS NISPEROS;213006002840;PARAISO SINCERIN;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;72;8,723333333;-74,60266667;OBLIGATORIOS
13;BOLÍVAR;13006;ACHÍ;PAYANDE;213006001975;I.E.T. AGROPECUARIA DE  PUERTO VENECIA;213006000243;ESCUELA NUEVA MIXTA DE PAYANDE;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;139;8,51279541;-74,45684694;OBLIGATORIOS
13;BOLÍVAR;13006;ACHÍ;PLAYA ALTA;213006001452;I.E.T.A. DE PLAYA ALTA;213006001452;SEDE PRINCIPAL;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;447;8,788555556;-74,50305556;OBLIGATORIOS
13;BOLÍVAR;13006;ACHÍ;CORREG DE PROVIDENCIA;113006000761;I.E.T.A. RICARDO CASTELLAR BARRIOS;213006002785;EVANGÉLICA PROVIDENCIA;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;41;8,715848283;-74,503586080;Opción 2
13;BOLÍVAR;13006;ACHÍ;PUERTO ISABEL;213006000065;I.E. DE BUENAVISTA;213006000146;PUERTO ISABEL;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;35;8,631805556;-74,51888889;OBLIGATORIOS
13;BOLÍVAR;13006;ACHÍ;VDA. PUERTO PETTY;213006001797;I.E. DE SAN MIGUEL DE TRES CRUCES;213006002211;PUERTO PETTY;SEDES EDUCATIVAS;IE;NO TIENE ENERGÍA;B;37;8,695293075;-74,524426367;Opción 2
13;BOLÍVAR;13006;ACHÍ;PUERTO VENECIA;213006001975;I.E.T. AGROPECUARIA DE  PUERTO VENECIA;213006000791;CONCENTRACION TECNICA DE PUERTO VENECIA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;125;8,464581724;-75,21711;OBLIGATORIOS
13;BOLÍVAR;13006;ACHÍ;SAN ANDRESITO;213006001185;I.E. SANTA LUCIA;213006001703;SAN ANDRESITO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;59;8,522;-74,4695;OBLIGATORIOS
13;BOLÍVAR;13006;ACHÍ;VEREDA DE SAN ROQUE;213006001975;I.E.T. AGROPECUARIA DE  PUERTO VENECIA;213006002351;SAN ROQUE;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;39;8,490830000;-74,495042000;Opción 2
13;BOLÍVAR;13006;ACHÍ;SANTA LUCIA;213006001185;I.E. SANTA LUCIA;213006001185;I.E. SANTA LUCIA - SEDE PRINCIPAL;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;264;8,535166667;-74,47333333;OBLIGATORIOS
13;BOLÍVAR;13006;ACHÍ;VEREDA SOL Y SOMBRA;213006001975;I.E.T. AGROPECUARIA DE  PUERTO VENECIA;213006002793;SOL Y SOMBRA;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;89;8,407228715;-74,477784835;Opción 2
13;BOLÍVAR;13006;ACHÍ;TRES CRUCES;213006001797;I.E. DE SAN MIGUEL DE TRES CRUCES;213006001797;SEDE PRINCIPAL;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;406;8,704722222;-74,51527778;OBLIGATORIOS
13;BOLÍVAR;13006;ACHÍ;VDA.LAS LUISAS;213006001185;I.E. SANTA LUCIA;213006002408;LAS LUISAS;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;43;8,565208733;-74,450374034;Opción 2
13;BOLÍVAR;13006;ACHÍ;VERADA LAS LLAVES;213006001088;I.E.T. AGROPECUARIA LOS NISPEROS;213006002611;LLAVE NORTE;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;16;8,6865;-74,5895;OBLIGATORIOS
25;CUNDINAMARCA;25001;AGUA DE DIOS;VEREDA LA BALSITA;125001000231;INSTITUCION EDUCATIVA  DEPARTAMENTAL SALESIANO MIGUEL UNIA;225612000095;ESCUELA RURAL LA BALSITA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;22;4,35598139;-74,71872041;OBLIGATORIOS
85;CASANARE;85010;AGUAZUL;VDA ALTAMIRA;285010000364;IE LUIS MARIA JIMENEZ;285010000488;ALTAMIRA;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;14;5,100833000;-72,455000000;Opción 2
85;CASANARE;85010;AGUAZUL;BELLAVISTA;285010000640;IE LEON DE GREIFF;285010000216;SAN BENITO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;9;5,27525272;-72,66637078;OBLIGATORIOS
85;CASANARE;85010;AGUAZUL;CUNAMA;285010000259;I.E. CUPIAGUA;285010000097;CUNAMA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;6;5,305;-72,59583333;OBLIGATORIOS
85;CASANARE;85010;AGUAZUL;VDA CUPIAGUA;285010000259;I.E. CUPIAGUA;285010000259;I.E. CUPIAGUA - SEDE PRINCIPAL;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;357;5,22636639;-72,62456863;OBLIGATORIOS
85;CASANARE;85010;AGUAZUL;VDA EL GUINEO;185010000629;IE JORGE ELIECER GAITAN;285010000771;EL GUINEO;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;32;5,212021070;-72,442658010;Opción 2
85;CASANARE;85010;AGUAZUL;VDA EL TESORO DEL BUBUY;285010000364;IE LUIS MARIA JIMENEZ;285010000658;EL TESORO DEL BUBUY;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;16;5,101111000;-72,401667000;Opción 2
85;CASANARE;85010;AGUAZUL;VDA EL TRIUNFO;285010000259;I.E. CUPIAGUA;285010000054;EL TRIUNFO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;16;5,26825203;-72,60676236;OBLIGATORIOS
85;CASANARE;85010;AGUAZUL;VDA GRACIELA;285010000364;IE LUIS MARIA JIMENEZ;285010000755;LA GRACIELA;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;17;4,918755312;-72,398989700;Opción 2
85;CASANARE;85010;AGUAZUL;VDA. GUAIMARO;285010000364;IE LUIS MARIA JIMENEZ;285010001280;EL GUAIMARO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;18;5,18073929;-72,41489272;OBLIGATORIOS
85;CASANARE;85010;AGUAZUL;VDA IGUAMENA;185010000629;IE JORGE ELIECER GAITAN;285010000437;CAYAGUAS;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;17;5,222285740;-72,502369360;Opción 2
85;CASANARE;85010;AGUAZUL;INSP SAN JOSE DEL BUBUY;285010000364;IE LUIS MARIA JIMENEZ;285010000364;LUIS MARIA JIMENEZ;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;470;5,09870625;-72,48185572;Opción 1
85;CASANARE;85010;AGUAZUL;VDA. LA TURÚA;285010000038;I.E. LA TURUA;285010000038;I.E. La Turua;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;207;5,03339198;-72,64065073;OBLIGATORIOS
85;CASANARE;85010;AGUAZUL;VDA LAS ATALAYAS;185010000271;IE CAMILO TORRES RESTREPO;285010000551;SANTIAGO DE LAS ATALAYAS;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;70;5,11297092;-72,57363661;OBLIGATORIOS
85;CASANARE;85010;AGUAZUL;VDA LLANO LINDO;285010000364;IE LUIS MARIA JIMENEZ;285010000470;LA DEFENSA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;31;4,9323807;-72,50878466;OBLIGATORIOS
85;CASANARE;85010;AGUAZUL;MONTERRALO;285010000640;IE LEON DE GREIFF;285010000640;LEON DE GREIFF;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;181;5,21514591;-72,66839677;OBLIGATORIOS
85;CASANARE;85010;AGUAZUL;VDA PLAN CUNAMA LAS BRISAS;285010000259;I.E. CUPIAGUA;485010000746;PLAN CUNAMA LAS BRISAS;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;81;5,304722222;-72,56444444;OBLIGATORIOS
85;CASANARE;85010;AGUAZUL;VDA RIOCHIQUITO;185010000505;IE SAN AGUSTIN;285010000542;RIOCHIQUITO;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;16;5,216212000;-72,557501000;Opción 2
85;CASANARE;85010;AGUAZUL;VDA SALITRICO;285010000364;IE LUIS MARIA JIMENEZ;285010000232;SAN LUIS DE PIÑALITO;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;19;-;-;Opción 2
85;CASANARE;85010;AGUAZUL;VDA SAN MIGUEL DE FARALLONES;285010000038;I.E. LA TURUA;285010000186;SAN MIGUEL DE FARALLONES;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;14;5,086137450;-72,702443610;Opción 2
85;CASANARE;85010;AGUAZUL;VDA SAN RAFAEL;285010000364;IE LUIS MARIA JIMENEZ;285010000071;SAN RAFAEL;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;14;5,044451740;-72,514253210;Opción 2
85;CASANARE;85010;AGUAZUL;VDA. UNETE;285010000259;I.E. CUPIAGUA;285010000356;UNETE;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;45;5,20055903;-72,59634419;OBLIGATORIOS
85;CASANARE;85010;AGUAZUL;VDA UPAMENA;285010000038;I.E. LA TURUA;285010000518;CONSTRUCTIVISTA LA UPAMENA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;15;5,08358671;-72,66961895;OBLIGATORIOS
52;NARIÑO;52019;ALBÁN;ALTO DE LAS ESTRELLAS;162019000251;CENTRO EDUCATIVO EL ALTO DE LAS ESTRELLAS;252019000418;CENTRO EDUCATIVO ALTO DE LAS ESTRELLAS;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;8;1,461944444;-77,06861111;OBLIGATORIOS
52;NARIÑO;52019;ALBÁN;BETANIA;152019000302;CENTRO EDUCATIVO BETANIA;252019000175;C.E BETANIA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;8;1,48328383;-77,03727459;OBLIGATORIOS
52;NARIÑO;52019;ALBÁN;BUENAVISTA;252019000426;CENTRO EDUCATIVO BUENAVISTA LAS PALMAS;252019000426;CENTRO EDUCATIVO BUENAVISTA LAS PALMAS;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;5;1,46384603;-77,09024136;OBLIGATORIOS
52;NARIÑO;52019;ALBÁN;VDA CAMPO BELLO;252019000167;CENTRO EDUCATIVO CAMPOBELLO;252019000167;CENTRO EDUCATIVO CAMPOBELLO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;5;1,4909444;-77,06291944;OBLIGATORIOS
52;NARIÑO;52019;ALBÁN;CEBADERO;252019000116;CENTRO EDUCATIVO EL CEBADERO;252019000116;CENTRO EDUCATIVO EL CEBADERO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;6;1,45048228;-77,09622709;OBLIGATORIOS
52;NARIÑO;52019;ALBÁN;CGTO CHAPIURCO;252019000272;I.E. CHAPIURCO;252019000272;I.E. CHAPIURCO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;141;1,50714065;-77,06800026;OBLIGATORIOS
25;CUNDINAMARCA;25019;ALBÁN;CHIMBE;225019000208;INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL CHIMBE;225019000208;INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL CHIMBE;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;203;4,91527025;-74,46987602;OBLIGATORIOS
52;NARIÑO;52019;ALBÁN;COMUNIDAD INDÍGENA DE PASTOS;;;;COMUNIDAD INDÍGENA DE PASTOS;CASOS ESPECIALES;Comunidad Indigena;RED INTERCONECTADA;B;No aplica;0,8811666;-77,695916;OBLIGATORIOS
52;NARIÑO;52019;ALBÁN;VEREDA EL CARMELO;252019000183;CENTRO EDUCATIVO EL CARMELO;252019000183;CENTRO EDUCATIVO EL CARMELO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;12;1,4787994;-77,07284341;OBLIGATORIOS
52;NARIÑO;52019;ALBÁN;EL DIVISO;152019000302;CENTRO EDUCATIVO EL DIVISO;252019000396;CENTRO EDUCATIVO EL DIVISO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;7;1,49455005;-77,02769708;OBLIGATORIOS
52;NARIÑO;52019;ALBÁN;EL SALADO;152019000235;CENTRO EDUCATIVO EL SALADO;252019000019;C.E EL SALADO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;20;1,49447439;-77,07365084;OBLIGATORIOS
52;NARIÑO;52019;ALBÁN;VDA EL SOCORRO;252019000108;CENTRO EDUCATIVO EL SOCORRO;252019000108;CENTRO EDUCATIVO EL SOCORRO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;11;1,45898393;-77,06050277;OBLIGATORIOS
52;NARIÑO;52019;ALBÁN;GUARANGAL;252019000191;CENTRO EDUCATIVO EL GUARANGAL;252019000191;CENTRO EDUCATIVO EL GUARANGAL;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;38;1,47498085;-77,04972653;OBLIGATORIOS
25;CUNDINAMARCA;25019;ALBÁN;VDA JAVA;125019000386;INSTITUCION EDUCATIVA DEPARTAMENTAL GENERAL CARLOS ALBAN;225019000330;ESCUELA RURAL JAVA;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;26;4,888823670;-74,426555050;Opción 2
25;CUNDINAMARCA;25019;ALBÁN;LA MARIA;125019000386;INSTITUCION EDUCATIVA DEPARTAMENTAL GENERAL CARLOS ALBAN;225019000542;ESCUELA  RURAL LA MARIA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;35;4,911387;-74,49377819;OBLIGATORIOS
25;CUNDINAMARCA;25019;ALBÁN;VEREDA MANAY ALTO;225019000208;INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL CHIMBE;225019000356;ESCUELA  RURAL NAMAY ALTO.;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;35;4,91757912;-74,45168885;OBLIGATORIOS
25;CUNDINAMARCA;25019;ALBÁN;VEREDA MANAY BAJO;225019000208;INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL CHIMBE;225019000364;ESCUELA RURAL NAMAY BAJO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;33;4,92926837;-74,44858559;OBLIGATORIOS
25;CUNDINAMARCA;25019;ALBÁN;PANTANILLO;225019000208;INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL CHIMBE;225019000313;ESCUELA RURAL  EL ESCOBAL;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;123;4,89900312;-74,453746;OBLIGATORIOS
52;NARIÑO;52019;ALBÁN;SAN BOSCO ASENTAMIENTO 1;252019000094;CENTRO EDUCATIVO SAN BOSCO;252019000094;CENTRO EDUCATIVO SAN BOSCO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;31;1,44672218;-77,06924944;OBLIGATORIOS
52;NARIÑO;52019;ALBÁN;SAN LUIS;252019000251;CENTRO EDUCATIVO SAN LUIS;252019000302;C.E SAN LUIS;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;10;1,45890032;-77,08225257;OBLIGATORIOS
52;NARIÑO;52019;ALBÁN;TAMBO ALTO;252019000132;CENTRO EDUCATIVO EL TAMBO;252019000132;CENTRO EDUCATIVO EL TAMBO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;12;1,44408329;-77,08030499;OBLIGATORIOS
52;NARIÑO;52019;ALBÁN;TAMBO BAJO;252019000442;CENTRO EDUCATIVO SAN CARLOS;252019000442;VEREDA TAMBO BAJO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;7;1,43713728;-77,08767287;OBLIGATORIOS
52;NARIÑO;52019;ALBÁN;VIÑA;152019000235;CENTRO EDUCATIVO VIÑA;252019000043;C.E VIÑA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;6;1,4407913;-77,10056997;OBLIGATORIOS
76;VALLE DEL CAUCA;76020;ALCALÁ;VDA BELGICA;476020000249;IE ARTURO GOMEZ JARAMILLO;276020000053;MANUELA BELTRAN;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;7;4,67957049;-75,74179909;OBLIGATORIOS
76;VALLE DEL CAUCA;76020;ALCALÁ;VDA EL CONGAL;476020000249;IE ARTURO GOMEZ JARAMILLO;276020000151;NUEVA GRANADA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;7;4,66720654;-75,71905347;OBLIGATORIOS
76;VALLE DEL CAUCA;76020;ALCALÁ;VDA EL DINDE;476020000249;IE ARTURO GOMEZ JARAMILLO;276020000193;ATANASIO GIRARDOT;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;10;4,70980521;-75,8395636;OBLIGATORIOS
76;VALLE DEL CAUCA;76020;ALCALÁ;VDA HIGUERON;476020000249;IE ARTURO GOMEZ JARAMILLO;276020000045;FRANCISCO DE PAULA SANTANDER;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;10;4,67701273;-75,81175393;Opción 1
76;VALLE DEL CAUCA;76020;ALCALÁ;VDA LA ESTRELLA;476020000249;IE ARTURO GOMEZ JARAMILLO;276020000118;CRISTOBAL COLON;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;22;4,693931860;-75,830650820;Opción 2
76;VALLE DEL CAUCA;76020;ALCALÁ;VDA LA FLORESTA;476020000249;IE ARTURO GOMEZ JARAMILLO;276020000169;MANUEL MEJIA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;9;4,6774134;-75,7571704;OBLIGATORIOS
76;VALLE DEL CAUCA;76020;ALCALÁ;VDA LA POLONIA;476020000249;IE ARTURO GOMEZ JARAMILLO;276020000215;LA POLONIA;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;12;4,67181126;-75,73282895;OBLIGATORIOS
76;VALLE DEL CAUCA;76020;ALCALÁ;VDA LOS SAUCES;476020000249;IE ARTURO GOMEZ JARAMILLO;276020000100;SAN JUAN BOSCO;SEDES EDUCATIVAS;IE;RED INTERCONECTADA;B;8;4,68664089;-75,78557279;OBLIGATORIOS
76;VALLE DEL CAUCA;76020;ALCALÁ;VDA SAN FELIPE;476020000249;IE ARTURO GOMEZ JARAMILLO;276020000223;SIMON BOLIVAR;SEDES EDUCATIVAS;IE;TIENE ENERGÍA;B;14;4,666074620;-75,792902510;Opción 2
